"objektType";"vassdragsomradeNr";"vassdragsomradeNavn";"landareal_km2";"areal_km2";"Shape_Length";"Shape_Area"
"Vassdragsområde";"012";"Drammensvassdraget/Drammensfjorden vest";17180;17209;1297866.1322813376;17208841595.662354
